"InvEventFK","newtaxa","InvCount.sum"
"CBay13_0100","Caecidotea racovitzai",1
"CBay13_0100","Caenis hilaris",3
"CBay13_0100","Chaetogaster diaphanus",1
"CBay13_0100","Cladotanytarsus mancus group",11
"CBay13_0100","Cladotanytarsus Species Group B",1
"CBay13_0100","Cladotanytarsus vanderwulpi group Sp. 3",116
"CBay13_0100","Cryptochironomus",47
"CBay13_0100","Demicryptochironomus",1
"CBay13_0100","Dicrotendipes",1
"CBay13_0100","Gammarus fasciatus",97
"CBay13_0100","Helicopsyche borealis",6
"CBay13_0100","Lebertia",2
"CBay13_0100","Limnesia",1
"CBay13_0100","Limnodrilus hoffmeisteri",18
"CBay13_0100","Monodiamesa depectinata",1
"CBay13_0100","Nais variabilis",426
"CBay13_0100","Nematoda",5
"CBay13_0100","Oecetis nocturna",1
"CBay13_0100","Paracladopelma",3
"CBay13_0100","Phylocentropus placidus",1
"CBay13_0100","Physa",16
"CBay13_0100","Piguetiella michiganensis",5
"CBay13_0100","Piona",1
"CBay13_0100","Pisidium amnicum",1
"CBay13_0100","Pisidium fallax",26
"CBay13_0100","Sphaerium striatinum",3
"CBay13_0100","Stictochironomus",5
"CBay13_0100","Stylaria lacustris",1
"CBay13_0100","Synorthocladius",23
"CBay13_0100","Tubificinae With setal hair chaeta",2
"CBay13_0100","Uncinais uncinata",3
"CBay13_0100","Valvata tricarinata",3
"CBay13_0101","Amnicola limosa",23
"CBay13_0101","Caenis hilaris",2
"CBay13_0101","Campeloma decisum",2
"CBay13_0101","Cladotanytarsus mancus group",5
"CBay13_0101","Cladotanytarsus Species Group A",2
"CBay13_0101","Cladotanytarsus vanderwulpi group Sp. 3",10
"CBay13_0101","Cryptochironomus",11
"CBay13_0101","Erpobdellidae",1
"CBay13_0101","Gammarus fasciatus",7
"CBay13_0101","Helicopsyche borealis",1
"CBay13_0101","Helobdella papillata",1
"CBay13_0101","Hyalella",3
"CBay13_0101","Hydra",3
"CBay13_0101","Hygrobates",1
"CBay13_0101","Limnodrilus hoffmeisteri",28
"CBay13_0101","Molanna flavicornis",1
"CBay13_0101","Nematoda",4
"CBay13_0101","Oecetis nocturna",5
"CBay13_0101","Physa",3
"CBay13_0101","Piona",3
"CBay13_0101","Pisidium compressum",1
"CBay13_0101","Pisidium fallax",21
"CBay13_0101","Pisidium nitidum",1
"CBay13_0101","Polypedilum scalaenum group",4
"CBay13_0101","Pseudochironomus",18
"CBay13_0101","Sparganophilidae",13
"CBay13_0101","Sphaerium striatinum",9
"CBay13_0101","Stictochironomus",3
"CBay13_0101","Stylaria lacustris",3
"CBay13_0101","Tubificinae With setal hair chaeta",7
"CBay13_0101","Valvata tricarinata",2
"CBay13_0102","Amnicola limosa",4
"CBay13_0102","Arcteonais lomondi",20
"CBay13_0102","Aulodrilus americanus",7
"CBay13_0102","Bythotrephes longimanus",1
"CBay13_0102","Caecidotea racovitzai",2
"CBay13_0102","Cladotanytarsus mancus group",47
"CBay13_0102","Cryptochironomus",12
"CBay13_0102","Diporeia",23
"CBay13_0102","Gammarus fasciatus",7
"CBay13_0102","Heterotrissocladius marcidus group",8
"CBay13_0102","Hexagenia limbata",1
"CBay13_0102","Manayunkia speciosa",48
"CBay13_0102","Marstonia lustrica",4
"CBay13_0102","Microtendipes pedellus group",1
"CBay13_0102","Molanna flavicornis",1
"CBay13_0102","Musculium transversum",2
"CBay13_0102","Nais variabilis",1
"CBay13_0102","Nematoda",12
"CBay13_0102","Paracladopelma",1
"CBay13_0102","Physa",1
"CBay13_0102","Pisidium casertanum",3
"CBay13_0102","Pisidium nitidum",92
"CBay13_0102","Platyhelminthes",1
"CBay13_0102","Procladius",13
"CBay13_0102","Sphaerium striatinum",2
"CBay13_0102","Spirosperma ferox",115
"CBay13_0102","Stempellinella",1
"CBay13_0102","Tanytarsus",3
"CBay13_0102","Uncinais uncinata",2
"CBay13_0102","Valvata lewisi",4
"CBay13_0102","Valvata tricarinata",1
"CBay13_0104","Ablabesmyia annulata",1
"CBay13_0104","Amnicola limosa",4
"CBay13_0104","Arcteonais lomondi",21
"CBay13_0104","Arrenurus",1
"CBay13_0104","Aulodrilus americanus",7
"CBay13_0104","Bythotrephes longimanus",2
"CBay13_0104","Caecidotea racovitzai",5
"CBay13_0104","Cladotanytarsus mancus group",20
"CBay13_0104","Diporeia",3
"CBay13_0104","Gammarus fasciatus",2
"CBay13_0104","Harnischia",25
"CBay13_0104","Heterotrissocladius marcidus group",4
"CBay13_0104","Hexagenia limbata",3
"CBay13_0104","Lirceus",2
"CBay13_0104","Manayunkia speciosa",41
"CBay13_0104","Musculium transversum",3
"CBay13_0104","Mystacides sepulchralis",3
"CBay13_0104","Nematoda",20
"CBay13_0104","Pagastiella",2
"CBay13_0104","Physa",1
"CBay13_0104","Pisidium punctatum",57
"CBay13_0104","Polypedilum halterale group",2
"CBay13_0104","Probezzia",5
"CBay13_0104","Procladius",37
"CBay13_0104","Sphaerium striatinum",2
"CBay13_0104","Spirosperma ferox",248
"CBay13_0104","Stempellinella",1
"CBay13_0104","Tanytarsus",2
"CBay13_0104","Valvata lewisi",1
"CBay13_0104","Valvata tricarinata",3
"CBay13_0105","Enchytraeidae",5
"CBay13_0105","Polypedilum halterale group",1
"CBay13_0105","Robackia demeijerei",14
"CBay13_0105","Sphaerium striatinum",4
"CBay13_0105","Stictochironomus",1
"CBay13_0107","Ablabesmyia annulata",3
"CBay13_0107","Amnicola limosa",29
"CBay13_0107","Arrenurus",2
"CBay13_0107","Bezzia/Palpomyia",3
"CBay13_0107","Caecidotea racovitzai",107
"CBay13_0107","Chrysomelidae",2
"CBay13_0107","Cincinnatia cincinnatiensis",7
"CBay13_0107","Cladotanytarsus mancus group",2
"CBay13_0107","Clinotanypus",4
"CBay13_0107","Coenagrionidae",2
"CBay13_0107","Corynoneura",1
"CBay13_0107","Cryptochironomus",11
"CBay13_0107","Dicrotendipes",1
"CBay13_0107","Endochironomus",2
"CBay13_0107","Frontipoda",1
"CBay13_0107","Gammarus fasciatus",6
"CBay13_0107","Glyptotendipes",3
"CBay13_0107","Gyraulus deflectus",3
"CBay13_0107","Hyalella",7
"CBay13_0107","Limnodrilus hoffmeisteri",4
"CBay13_0107","Microtendipes pedellus group",1
"CBay13_0107","Nectopsyche albida",1
"CBay13_0107","Nematoda",44
"CBay13_0107","Neoacaridae",1
"CBay13_0107","Nilothauma",1
"CBay13_0107","Oecetis cinerascens",1
"CBay13_0107","Oecetis inconspicua complex sp. A",8
"CBay13_0107","Orthotrichia",1
"CBay13_0107","Parachironomus tenuicaudatus complex",4
"CBay13_0107","Phylocentropus placidus",2
"CBay13_0107","Physa",3
"CBay13_0107","Planorbella trivolvis",2
"CBay13_0107","Platyhelminthes",1
"CBay13_0107","Polycentropus",1
"CBay13_0107","Polypedilum halterale group",2
"CBay13_0107","Procladius",10
"CBay13_0107","Psectrocladius vernalis",7
"CBay13_0107","Pseudochironomus",2
"CBay13_0107","Sparganophilidae",10
"CBay13_0107","Spirosperma ferox",1
"CBay13_0107","Stempellinella",1
"CBay13_0107","Stictochironomus",42
"CBay13_0107","Thienemanniella lobapodema",5
"CBay13_0107","Triaenodes flavescens",1
"CBay13_0107","Triaenodes injustus",1
"CBay13_0109","Ablabesmyia annulata",3
"CBay13_0109","Amnicola limosa",63
"CBay13_0109","Aulodrilus americanus",1
"CBay13_0109","Caenis hilaris",28
"CBay13_0109","Campeloma decisum",17
"CBay13_0109","Cladotanytarsus mancus group",6
"CBay13_0109","Cryptochironomus",4
"CBay13_0109","Demicryptochironomus",3
"CBay13_0109","Ephemera simulans",14
"CBay13_0109","Gammarus fasciatus",55
"CBay13_0109","Gloiobdella elongata",1
"CBay13_0109","Gyraulus parvus",3
"CBay13_0109","Lebertia",2
"CBay13_0109","Limnodrilus hoffmeisteri",3
"CBay13_0109","Lymnaea",2
"CBay13_0109","Manayunkia speciosa",92
"CBay13_0109","Nanocladius balticus group",2
"CBay13_0109","Nectopsyche candida",1
"CBay13_0109","Nematoda",26
"CBay13_0109","Oecetis inconspicua complex sp. A",15
"CBay13_0109","Paracladopelma",4
"CBay13_0109","Physa",4
"CBay13_0109","Pisidium amnicum",1
"CBay13_0109","Pisidium dubium",156
"CBay13_0109","Polycentropus",1
"CBay13_0109","Polypedilum scalaenum group",2
"CBay13_0109","Probezzia",1
"CBay13_0109","Pseudochironomus",3
"CBay13_0109","Sparbarus maculatus",2
"CBay13_0109","Sphaerium striatinum",7
"CBay13_0109","Spirosperma ferox",10
"CBay13_0109","Stictochironomus",35
"CBay13_0109","Tanytarsus",11
"CBay13_0111","Amnicola limosa",1
"CBay13_0111","Arcteonais lomondi",1
"CBay13_0111","Bythotrephes longimanus",2
"CBay13_0111","Caecidotea racovitzai",2
"CBay13_0111","Caenis hilaris",2
"CBay13_0111","Chironomus",2
"CBay13_0111","Cincinnatia cincinnatiensis",5
"CBay13_0111","Cryptotendipes",3
"CBay13_0111","Diporeia",7
"CBay13_0111","Harnischia",5
"CBay13_0111","Hexagenia limbata",7
"CBay13_0111","Limnodrilus hoffmeisteri",23
"CBay13_0111","Manayunkia speciosa",36
"CBay13_0111","Musculium transversum",1
"CBay13_0111","Nematoda",32
"CBay13_0111","Pagastiella",6
"CBay13_0111","Paracladopelma",1
"CBay13_0111","Parakiefferiella",1
"CBay13_0111","Piona",1
"CBay13_0111","Pisidium casertanum",16
"CBay13_0111","Pisidium lilljeborgi f. cristatum",1
"CBay13_0111","Pisidium nitidum f. pauperculum",1
"CBay13_0111","Polypedilum halterale group",5
"CBay13_0111","Probezzia",2
"CBay13_0111","Procladius",51
"CBay13_0111","Pyganodon grandis",1
"CBay13_0111","Sphaerium striatinum",5
"CBay13_0111","Spirosperma ferox",41
"CBay13_0111","Stempellinella",4
"CBay13_0111","Stilocladius",1
"CBay13_0111","Tanytarsus",5
"CBay13_0111","Tubificinae With setal hair chaeta",1
"CBay13_0111","Valvata lewisi",1
"CBay13_0113","Amnicola limosa",2
"CBay13_0113","Arcteonais lomondi",1
"CBay13_0113","Aulodrilus americanus",6
"CBay13_0113","Bythotrephes longimanus",1
"CBay13_0113","Caecidotea racovitzai",110
"CBay13_0113","Cladotanytarsus mancus group",1
"CBay13_0113","Diporeia",34
"CBay13_0113","Gammarus fasciatus",33
"CBay13_0113","Gyraulus parvus",1
"CBay13_0113","Heterotrissocladius marcidus group",17
"CBay13_0113","Manayunkia speciosa",158
"CBay13_0113","Molanna flavicornis",1
"CBay13_0113","Musculium transversum",4
"CBay13_0113","Mystacides sepulchralis",3
"CBay13_0113","Nematoda",11
"CBay13_0113","Paracladopelma",1
"CBay13_0113","Paralauterborniella nigrohalterale",1
"CBay13_0113","Pisidium casertanum",3
"CBay13_0113","Pisidium henslowanum",2
"CBay13_0113","Pisidium lilljeborgi f. cristatum",1
"CBay13_0113","Pisidium nitidum f. pauperculum",137
"CBay13_0113","Polypedilum scalaenum group",3
"CBay13_0113","Potthastia longimana",1
"CBay13_0113","Procladius",21
"CBay13_0113","Sparganophilidae",4
"CBay13_0113","Sphaerium striatinum",3
"CBay13_0113","Spirosperma ferox",233
"CBay13_0113","Stempellinella",3
"CBay13_0113","Stictochironomus",1
"CBay13_0113","Stylaria lacustris",26
"CBay13_0113","Tanytarsus",34
"CBay13_0113","Trichogrammatidae",1
"CBay13_0114","Ablabesmyia annulata",1
"CBay13_0114","Amnicola limosa",9
"CBay13_0114","Arcteonais lomondi",20
"CBay13_0114","Aulodrilus americanus",14
"CBay13_0114","Aulodrilus pigueti",1
"CBay13_0114","Bythotrephes longimanus",1
"CBay13_0114","Caecidotea racovitzai",5
"CBay13_0114","Cladotanytarsus mancus group",23
"CBay13_0114","Cryptochironomus",1
"CBay13_0114","Cryptotendipes",1
"CBay13_0114","Diporeia",17
"CBay13_0114","Gammarus fasciatus",1
"CBay13_0114","Heterotrissocladius marcidus group",3
"CBay13_0114","Hydra",3
"CBay13_0114","Lirceus",2
"CBay13_0114","Manayunkia speciosa",54
"CBay13_0114","Molanna flavicornis",1
"CBay13_0114","Musculium transversum",7
"CBay13_0114","Mystacides interjectus",1
"CBay13_0114","Nematoda",1
"CBay13_0114","Oecetis cinerascens",2
"CBay13_0114","Piguetiella michiganensis",1
"CBay13_0114","Pisidium casertanum",1
"CBay13_0114","Pisidium lilljeborgi",2
"CBay13_0114","Pisidium nitidum",88
"CBay13_0114","Polypedilum scalaenum group",5
"CBay13_0114","Procladius",7
"CBay13_0114","Sphaerium striatinum",3
"CBay13_0114","Spirosperma ferox",52
"CBay13_0114","Tanytarsus",14
"CBay13_0114","Valvata lewisi",2
"CBay13_0115","Ablabesmyia annulata",2
"CBay13_0115","Amnicola limosa",5
"CBay13_0115","Arcteonais lomondi",5
"CBay13_0115","Aulodrilus americanus",4
"CBay13_0115","Bythotrephes longimanus",6
"CBay13_0115","Caecidotea racovitzai",5
"CBay13_0115","Cladotanytarsus mancus group",3
"CBay13_0115","Crassiclitellata",1
"CBay13_0115","Cryptochironomus",8
"CBay13_0115","Diporeia",2
"CBay13_0115","Enchytraeidae",1
"CBay13_0115","Gammarus fasciatus",5
"CBay13_0115","Harnischia",1
"CBay13_0115","Heterotrissocladius marcidus group",19
"CBay13_0115","Hexagenia limbata",3
"CBay13_0115","Hyalella",2
"CBay13_0115","Hydra",12
"CBay13_0115","Lebertia",2
"CBay13_0115","Lirceus",2
"CBay13_0115","Manayunkia speciosa",102
"CBay13_0115","Monodiamesa tuberculata",1
"CBay13_0115","Nematoda",26
"CBay13_0115","Pisidium fallax",51
"CBay13_0115","Polypedilum halterale group",1
"CBay13_0115","Polypedilum scalaenum group",5
"CBay13_0115","Procladius",20
"CBay13_0115","Sphaerium striatinum",6
"CBay13_0115","Spirosperma ferox",214
"CBay13_0115","Stempellinella",1
"CBay13_0115","Tanytarsus",60
"CBay13_0115","Triaenodes injustus",1
"CBay13_0115","Valvata tricarinata",4
"CBay13_0116","Ablabesmyia annulata",1
"CBay13_0116","Cincinnatia cincinnatiensis",2
"CBay13_0116","Cladotanytarsus Species Group B",1
"CBay13_0116","Diporeia",25
"CBay13_0116","Harnischia",5
"CBay13_0116","Helobdella stagnalis",1
"CBay13_0116","Hexagenia limbata",10
"CBay13_0116","Limnodrilus hoffmeisteri",6
"CBay13_0116","Manayunkia speciosa",47
"CBay13_0116","Microtendipes pedellus group",1
"CBay13_0116","Nais variabilis",1
"CBay13_0116","Nematoda",32
"CBay13_0116","Pagastiella",5
"CBay13_0116","Paralauterborniella nigrohalterale",3
"CBay13_0116","Pisidium lilljeborgi",22
"CBay13_0116","Polypedilum halterale group",2
"CBay13_0116","Probezzia",3
"CBay13_0116","Probythinella lacustris",4
"CBay13_0116","Procladius",114
"CBay13_0116","Sphaerium striatinum",5
"CBay13_0116","Spirosperma ferox",83
"CBay13_0116","Tanytarsus",22
"CBay13_0116","Valvata lewisi",7
"CBay13_0116","Valvata tricarinata",1
"CBay13_0117","Amnicola limosa",40
"CBay13_0117","Arcteonais lomondi",1
"CBay13_0117","Caenis hilaris",23
"CBay13_0117","Campeloma decisum",2
"CBay13_0117","Crassiclitellata",3
"CBay13_0117","Cryptochironomus",8
"CBay13_0117","Enchytraeidae",4
"CBay13_0117","Gammarus fasciatus",9
"CBay13_0117","Glossiphonia complanata",1
"CBay13_0117","Gyraulus parvus",2
"CBay13_0117","Helicopsyche borealis",1
"CBay13_0117","Hydroptila",1
"CBay13_0117","Hygrobates",6
"CBay13_0117","Lebertia",1
"CBay13_0117","Limnesia",4
"CBay13_0117","Limnodrilus hoffmeisteri",33
"CBay13_0117","Manayunkia speciosa",2
"CBay13_0117","Mystacides sepulchralis",2
"CBay13_0117","Nais variabilis",7
"CBay13_0117","Nematoda",15
"CBay13_0117","Parachironomus tenuicaudatus complex",5
"CBay13_0117","Physa",1
"CBay13_0117","Pisidium fallax",110
"CBay13_0117","Pisidium nitidum",2
"CBay13_0117","Polypedilum scalaenum group",1
"CBay13_0117","Pristina",1
"CBay13_0117","Pseudochironomus",1
"CBay13_0117","Sparbarus maculatus",1
"CBay13_0117","Sphaerium striatinum",12
"CBay13_0117","Stictochironomus",14
"CBay13_0117","Stylaria lacustris",21
"CBay13_0117","Tanytarsus",1
"CBay13_0117","Tubificinae With setal hair chaeta",4
"CBay13_0118","Demicryptochironomus",1
"CBay13_0118","Enchytraeidae",1
"CBay13_0118","Gammarus fasciatus",8
"CBay13_0118","Gammarus lacustris",1
"CBay13_0118","Limnesia",1
"CBay13_0118","Nematoda",1
"CBay13_0118","Physa",2
"CBay13_0118","Pisidium fallax",5
"CBay13_0118","Polypedilum halterale group",2
"CBay13_0118","Robackia demeijerei",15
"CBay13_0118","Sphaerium striatinum",7
"CBay13_0118","Stictochironomus",1
"CBay13_0118","Tubificinae With setal hair chaeta",5
"CBay13_0120","Amnicola limosa",2
"CBay13_0120","Arrenurus",2
"CBay13_0120","Bythotrephes longimanus",6
"CBay13_0120","Caecidotea racovitzai",3
"CBay13_0120","Chironomus",3
"CBay13_0120","Diporeia",147
"CBay13_0120","Hexagenia limbata",1
"CBay13_0120","Limnodrilus hoffmeisteri",19
"CBay13_0120","Manayunkia speciosa",5
"CBay13_0120","Musculium transversum",1
"CBay13_0120","Nematoda",7
"CBay13_0120","Oecetis inconspicua complex sp. A",1
"CBay13_0120","Paracladopelma",2
"CBay13_0120","Pisidium lilljeborgi f. cristatum",2
"CBay13_0120","Pisidium nitidum f. pauperculum",9
"CBay13_0120","Platyhelminthes",1
"CBay13_0120","Procladius",8
"CBay13_0120","Sphaerium striatinum",2
"CBay13_0120","Spirosperma ferox",82
"CBay13_0120","Tanytarsus",4
"CBay13_0120","Valvata lewisi",2
"CBay13_0120","Valvata tricarinata",1
"CBay13_0121","Amnicola limosa",97
"CBay13_0121","Caenis hilaris",1
"CBay13_0121","Chaetogaster diaphanus",7
"CBay13_0121","Cladotanytarsus vanderwulpi group sp. 3",1
"CBay13_0121","Cryptochironomus",9
"CBay13_0121","Enchytraeidae",1
"CBay13_0121","Gammarus fasciatus",24
"CBay13_0121","Gyraulus parvus",5
"CBay13_0121","Lebertia",3
"CBay13_0121","Limnodrilus hoffmeisteri",1
"CBay13_0121","Nais variabilis",3
"CBay13_0121","Nematoda",5
"CBay13_0121","Oecetis nocturna",1
"CBay13_0121","Pisidium fallax",121
"CBay13_0121","Sphaerium striatinum",3
"CBay13_0121","Stictochironomus",6
"CBay13_0121","Tubificinae With setal hair chaeta",9
"CBay13_0121","Uncinais uncinata",1
"CBay13_0123","Bythotrephes longimanus",2
"CBay13_0123","Chironomus",4
"CBay13_0123","Cryptotendipes",1
"CBay13_0123","Diporeia",144
"CBay13_0123","Harnischia",4
"CBay13_0123","Helobdella stagnalis",2
"CBay13_0123","Hexagenia limbata",1
"CBay13_0123","Hygrobates",1
"CBay13_0123","Limnodrilus hoffmeisteri",23
"CBay13_0123","Manayunkia speciosa",18
"CBay13_0123","Nematoda",15
"CBay13_0123","Parakiefferiella",4
"CBay13_0123","Pisidium fallax",85
"CBay13_0123","Procladius",3
"CBay13_0123","Sphaerium striatinum",2
"CBay13_0123","Spirosperma ferox",85
"CBay13_0123","Tanytarsus",1
"CBay13_0123","Valvata lewisi",1
"CBay13_0123","Valvata tricarinata",1
"CBay13_0126","Amnicola limosa",2
"CBay13_0126","Bythotrephes longimanus",1
"CBay13_0126","Cryptochironomus",1
"CBay13_0126","Enchytraeidae",3
"CBay13_0126","Hygrobates",1
"CBay13_0126","Limnesia",3
"CBay13_0126","Limnodrilus hoffmeisteri",1
"CBay13_0126","Monodiamesa depectinata",1
"CBay13_0126","Mystacides sepulchralis",1
"CBay13_0126","Paracladopelma",3
"CBay13_0126","Polypedilum halterale group",5
"CBay13_0126","Polypedilum scalaenum group",1
"CBay13_0126","Procladius",2
"CBay13_0126","Robackia demeijerei",28
"CBay13_0126","Saetheria tylus",2
"CBay13_0126","Valvata tricarinata",4
"CBay13_0127","Bythotrephes longimanus",1
"CBay13_0127","Chironomus",1
"CBay13_0127","Diporeia",152
"CBay13_0127","Heterotrissocladius marcidus group",2
"CBay13_0127","Hygrobates",1
"CBay13_0127","Limnodrilus hoffmeisteri",12
"CBay13_0127","Manayunkia speciosa",23
"CBay13_0127","Monodiamesa depectinata",1
"CBay13_0127","Nematoda",12
"CBay13_0127","Paracladopelma",2
"CBay13_0127","Parakiefferiella",3
"CBay13_0127","Pisidium fallax",41
"CBay13_0127","Procladius",12
"CBay13_0127","Sphaerium nitidum",1
"CBay13_0127","Spirosperma ferox",139
"CBay13_0127","Tanytarsus",13
"CBay13_0127","Valvata lewisi",7
"CBay13_0129","Amnicola limosa",22
"CBay13_0129","Caenis hilaris",1
"CBay13_0129","Cincinnatia cincinnatiensis",3
"CBay13_0129","Cladotanytarsus mancus group",8
"CBay13_0129","Cladotanytarsus vanderwulpi group Sp. 3",3
"CBay13_0129","Cryptochironomus",4
"CBay13_0129","Demicryptochironomus",1
"CBay13_0129","Gammarus fasciatus",31
"CBay13_0129","Helobdella stagnalis",3
"CBay13_0129","Hygrobates",1
"CBay13_0129","Lebertia",2
"CBay13_0129","Limnodrilus hoffmeisteri",12
"CBay13_0129","Manayunkia speciosa",1
"CBay13_0129","Nematoda",1
"CBay13_0129","Paracladopelma",3
"CBay13_0129","Piona",3
"CBay13_0129","Pisidium amnicum",4
"CBay13_0129","Pisidium dubium",4
"CBay13_0129","Pisidium fallax",103
"CBay13_0129","Polycentropus",1
"CBay13_0129","Pseudochironomus",6
"CBay13_0129","Sphaerium striatinum",8
"CBay13_0129","Stictochironomus",2
"CBay13_0129","Stylaria lacustris",3
"CBay13_0129","Stylodrilus heringianus",3
"CBay13_0129","Tanytarsus",1
"CBay13_0129","Valvata tricarinata",22
"CBay13_0135","Ablabesmyia mallochi",1
"CBay13_0135","Amnicola limosa",12
"CBay13_0135","Arcteonais lomondi",50
"CBay13_0135","Bythotrephes longimanus",3
"CBay13_0135","Cladotanytarsus mancus group",11
"CBay13_0135","Cryptochironomus",11
"CBay13_0135","Diporeia",9
"CBay13_0135","Gammarus fasciatus",4
"CBay13_0135","Heterotrissocladius marcidus group",11
"CBay13_0135","Hexagenia limbata",1
"CBay13_0135","Limnodrilus hoffmeisteri",10
"CBay13_0135","Manayunkia speciosa",14
"CBay13_0135","Marstonia lustrica",3
"CBay13_0135","Musculium transversum",8
"CBay13_0135","Nematoda",44
"CBay13_0135","Palmacorixa janeae",1
"CBay13_0135","Piguetiella michiganensis",2
"CBay13_0135","Pisidium nitidum",134
"CBay13_0135","Polypedilum scalaenum group",12
"CBay13_0135","Procladius",5
"CBay13_0135","Sphaerium striatinum",2
"CBay13_0135","Spirosperma ferox",117
"CBay13_0135","Tanytarsus",1
"CBay13_0135","Valvata lewisi",4
"CBay13_0136","Amnicola limosa",1
"CBay13_0136","Cladotanytarsus mancus group",25
"CBay13_0136","Gammarus fasciatus",2
"CBay13_0136","Lebertia",1
"CBay13_0136","Limnesia",1
"CBay13_0136","Limnodrilus hoffmeisteri",3
"CBay13_0136","Monodiamesa depectinata",1
"CBay13_0136","Pisidium nitidum f. pauperculum",15
"CBay13_0136","Polypedilum scalaenum group",8
